Orthography,Klattese
auditorium,cd|torixm
auditory,cd|tori
auger,cgX
aught,ct
augment,cgmEnt
augmentation,cgmxnteS|n
augury,cgyUri
August,cg|st
auk,ck
auld,cld
aura,crx
aural,crL
aurar,Wrar
aureate,crixt
aureole,criol
auricle,crIkL
auricular,crIkyUlX
auriferous,crIfxrxs
aurora,xrorx
auspice,cspxs
auspicious,cspIS|s
austere,cstIr
austerity,cstErxti
austral,cstrL
Australian,cstrelixn
Austrian,cstrixn
authentic,cTEntIk
authenticate,cTEntIket
authenticity,cTEntIs|ti
author,cTX
authoritarian,cTorxtErixn
authoritative,cTorxtet|v
authority,cTor|ti
authorization,cTX|zeS|n
authorize,cTXYz
authorship,cTXSIp
auto,cto
autobahn,ctoban
autobiography,ctxbYagrxfi
autochthonous,ctakT|n|s
autocracy,ctakr|si
autocrat,ct|kr@t
autocratic,ct|kr@tIk
autograph,ct|gr@f
autointoxication,ctoIntaksxkeS|
automate,ctxmet
automatic,ctxm@tIk
automation,ctxmeS|n
automatize,ctamxtYz
automaton,ctamxt|n
automobile,ctxmobil
automotive,ctxmotIv
autonomous,ctanxmxs
autopsy,ctapsi
autumn,ctM
autumnal,ct^mnL
auxiliary,cgzIlyXi
auxin,cks|n
avail,xvel
available,xvel|bL
avalanche,@vxl@nC
avarice,@vXxs
avaricious,@vXIS|s
avast,xv@st
avatar,@vxtar
avaunt,xvcnt
ave,ave
avenge,xvEnJ
avenue,@vxnu
aver,xvR
average,@vrIJ
averment,xvRmxnt
averse,xvRs
aversion,xvRZ|n
avert,xvRt
avian,evixn
aviary,eviEri
aviation,evieS|n
aviator,evietX
aviatrix,evietrIks
avid,@vxd
avidity,xvId|ti
avidly,@vxdli
avionics,evianIks
avitaminosis,evYtxmxnos|s
avocado,@vxkado
avocation,@vxkeS|n
avoid,xvOd
avoirdupois,@vXdxpOz
avouch,xvWC
avow,xvW
avuncular,xv^GkyUlX
await,xwet
awake,xwek
awaken,xwek|n
award,xword
aware,xwEr
awash,xwcS
awe,c
aweary,xwIri
aweigh,xwe
awesome,csxm
awestricken,cstrIkxn
awful,cfL
awhile,xhwYl
awhirl,xhwRl
awkward,ckwXd
awn,cn
awning,cnIG
AWOL,ewcl
awry,xrY
axe,@ks
axial,@ksiL
axiom,@ksixm
axiomatic,@ksixm@tIk
axis,@ks|s
axle,@ksL
ay,Y
ayah,Yx
azalea,xzelyx
azimuth,@zxmxT
Aztec,@ztEk
azure,@ZX
b,bi
babble,b@bL
babe,beb
Babel,bebL
baboon,b@bun
babushka,bxbUSkx
baby,bebi
baccalaureate,b@kxlcrixt
bacchanalia,b@kxnelix
bachelor,b@ClX
bacillary,b@sxlEri
bacillus,bxsIlxs
back,b@k
backfield,b@kfild
backgammon,b@kg@mxn
backrest,b@krEst
backside,b@ksYd
backspin,b@kspIn
backwash,b@kwcS
bacon,bek|n
bacteriology,b@ktIrialxJi
bacterium,b@ktIrixm
bad,b@d
badge,b@J
badger,b@JX
badinage,b@dNaZ
badminton,b@dmIntN
baffle,b@fL
bag,b@g
bagasse,bxg@s
bagatelle,b@gxtEl
bagel,begL
baggage,b@gIJ
baggy,b@gi
bagnio,b@nyo
bagpipe,b@gpYp
baht,bat
bail,bel
bailiff,belxf
bailiwick,belIwIk
bailsman,belzmxn
bairn,bErn
bait,bet
baize,bez
bake,bek
bakery,bekXi
baksheesh,b@kSiS
balance,b@l|ns
balboa,b@lbox
balbriggan,b@lbrIgxn
balcony,b@lk|ni
bald,bcld
baldachin,bcldxkxn
baldachino,b@ldxkino
balderdash,bcldXd@S
baldric,bcldrIk
baleen,bxlin
baleful,belfL
balk,bck
ball,bcl
ballad,b@lxd
ballast,b@l|st
ballcarrier,bclk@riX
ballerina,b@lXinx
ballet,b@le
ballistic,bxlIstIk
balloon,bxlun
ballot,b@l|t
ballroom,bclrum
ballyhoo,b@lihu
balm,bam
balsa,bclsx
balsam,bclsxm
baluster,b@lxstX
bamboo,b@mbu
bamboozle,b@mbuzL
ban,b@n
banal,b|n@l
banality,b|n@l|ti
banana,b|n@nx
band,b@nd
bandage,b@ndIJ
bandana,b@nd@nx
bandbox,b@ndbaks
banderol,b@ndxrol
bandit,b@nd|t
banditry,b@nd|tri
banditti,b@ndIti
bandoleer,b@ndxlIr
bandstand,b@ndst@nd
bandwagon,b@ndw@g|n
bandy,b@ndi
bane,ben
bang,b@G
bangle,b@GgL
bani,bani
banish,b@nIS
banister,b@n|stX
banjo,b@nJo
bank,b@Gk
bankroll,b@Gkrol
bankrupt,b@Gkr^pt
banner,b@nX
bannock,b@nxk
banns,b@nz
banquet,b@Gkwxt
banquette,b@GkEt
banshee,b@nSi
bantam,b@ntxm
banter,b@ntX
bantling,b@ntlIG
Bantu,b@ntu
banyan,b@nyxn
baobab,bWb@b
baptism,b@ptIzM
baptismal,b@ptIzmL
baptist,b@pt|st
baptize,b@ptYz
bar,bar
barb,barb
barbarian,barbErixn
barbaric,barb@rIk
barbarism,barbxrIzM
barbarity,barb@rxti
barbarous,barbxrxs
barbecue,barbIkyu
barbed,barbd
barbell,barbEl
barber,barbX
barberry,barbEri
barbican,barbIkxn
barbiturate,barbICX|t
barcarolle,barkxrol
bard,bard
bare,bEr
bargain,barg|n
barge,barJ
baritone,b@rxton
barium,b@rixm
bark,bark
barkeeper,barkipX
barker,barkX
barley,barli
barn,barn
barnacle,barnIkL
barnstorm,barnstorm
barometer,bXamxtX
barometric,b@rxmEtrIk
baron,b@rxn
baroness,b@rxn|s
baronial,bxroniL
barony,b@rxni
baroque,bXok
barouche,bxruS
barracks,bErxks
barracuda,b@rxkudx
barrage,bXaJ
barratry,b@rxtri
barrel,b@rL
barrette,barEt
barricade,b@rxked
barrier,b@riX
barrister,b@r|stX
barroom,barrum
barrow,b@ro
bartender,bartEndX
barter,bartX
basal,besL
basalt,bxsclt
basaltic,bxscltIk
base,bes
baseball,besbcl
bash,b@S
bashful,b@SfL
basic,besIk
basil,b@zL
basilica,bxsIlIkx
basilisk,b@sxlIsk
basin,besN
basis,bes|s
bask,b@sk
basket,b@sk|t
bass,b@s
bassinet,b@sNEt
basso,b@so
bassoon,bxsUn
basswood,b@swUd
bast,b@st
bastard,b@stXd
baste,best
bastinado,b@stxnedo
bastion,b@sC|n
bat,b@t
batch,b@C
bath,b@T
bathe,beD
bathetic,bxTEtIk
bathhouse,b@ThWs
bathos,beTas
baths,b@Dz
batiste,bxtist
batman,b@tmxn
baton,bxtan
batrachian,bxtrekixn
batsman,b@tsmxn
battalion,bxt@lyxn
batteau,b@to
batten,b@tN
batter,b@tX
battery,b@tXi
batting,b@tIG
battle,b@tL
bauble,bcbL
bauxite,bcksYt
bawdy,bcdi
bay,be
bayberry,bebEri
bayonet,bexnEt
bayou,bYu
bazaar,bxzar
bazooka,bxzukx
beach,biC
beachhead,biChEd
beacon,bik|n
bead,bid
beadle,bidL
beagle,bigL
beak,bik
beaked,bikt
beaker,bikX
beam,bim
bean,bin
beanie,bini
beard,bIrd
bearing,b@rIG
bearskin,bErskIn
beast,bist
beat,bit
beaten,bitN
beatific,bixtIfIk
beatify,bi@txfY
beatnik,bitnIk
beau,bo
beaujolais,boZxle
beauteous,byutixs
beautician,byutIS|n
beautiful,byutIfL
beautify,byut|fY
beauty,byuti
beaux,boz
beaver,bivX
becalm,bIkam
because,bxkcz
beck,bEk
beckon,bEk|n
becloud,bIklWd
become,bxk^m
becoming,bIk^mIG
bed,bEd
bedaub,bidcb
bedeck,bIdEk
bedevil,bIdEvL
bedew,bidu
bedfellow,bEdfElo
bedizen,bidYzN
bedlam,bEdlxm
bedouin,bEduxn
bedraggled,bIdr@gLd
bedridden,bEdrIdN
beechen,biC|n
beef,bif
beehive,bihYv
been,bIn
beer,bIr
beeswax,bizw@ks
beetle,bitL
beeves,bivz
befall,bxfcl
befit,bxfIt
befog,bxfcg
before,bxfor
befoul,bxfWl
befriend,bxfrEnd
befuddle,bxf^dL
beg,bEg
beget,bxgEt
beggar,bEgX
begin,bxgIn
begone,bxgcn
begonia,bIgonix
begrime,bigrYm
begum,bigxm
behalf,bIh@f
behave,bIhev
behavior,bIhevyX
behead,bIhEd
behemoth,bIhimxT
behest,bIhEst
behold,bIhold
beige,beZ
being,biIG
belabor,bxlebX
belch,bElC
beldame,bEldxm
beleaguer,biligX
belfry,bElfri
Belgian,bElJ|n
belie,bxlY
belief,bxlif
believe,bxliv
belike,bilYk
bell,bEl
belladonna,bElxdanx
bellboy,bElbO
bellhop,bElhap
bellicose,bElIkos
bellicosity,bElIkas|ti
belligerency,bxlIJXxnsi
bellow,bElo
bellwether,bElwEDX
belly,bEli
belong,bxlcG
belt,bElt
belvedere,bElvxdIr
bemire,bImYr
bemoan,bImon
bench,bEnC
bend,bEnd
beneath,bIniT
benedict,bEnxdIkt
benediction,bEnxdIkS|n
benefactor,bEnxf@ktX
benefice,bEnxfxs
beneficence,bxnEfxs|ns
beneficial,bEnxfISL
benefit,bEnxfIt
benevolence,b|nEvLxns
benighted,binYt|d
benign,bInYn
benison,bEn|s|n
bent,bEnt
benumb,bin^m
benzene,bEnzin
benzoate,bEnzoet
benzoin,bEnzoxn
benzol,bEnzcl
bequeath,bIkwiT
Berber,bRbX
berceuse,bErs^z
beret,bXe
berg,bRg
beriberi,bEribEri
berkelium,bRklixm
berry,bEri
berserk,bXsRk
berth,bRT
beryl,bErL
beryllium,bXIlixm
beseech,bIsiC
beshrew,biSru
besiege,bIsiJ
besmirch,bIsmRC
besom,bizM
besotted,bisat|d
best,bEst
bestial,bEsCL
bestiality,bEsCi@l|ti
bestir,bIstR
bet,bEt
betake,bItek
bethel,bETL
bethink,biTIGk
better,bEtX
betterment,bEtXmxnt
between,bxtwin
bevel,bEvL
beverage,bEvr|J
bevy,bEvi
bewail,biwel
beyond,biand
bezel,bEzL
bezoar,bizor
biannual,bY@nyuL
bias,bYxs
bib,bIb
bibelot,bIbxlo
bible,bYbL
biblical,bIblIkL
bibliography,bIbliagrxfi
bibliophile,bIblixfYl
bibulous,bIbyUlxs
bicameral,bYk@mXL
biceps,bYsEps
bichloride,bYklorYd
bicker,bIkX
bicuspid,bYk^spxd
bicycle,bYsIkL
bid,bId
bidden,bIdN
bide,bYd
biennial,bYEniL
bifocals,bYfokLz
bifurcate,bYfRket
bifurcation,bYfRkeS|n
big,bIg
bigamy,bIgxmi
bighorn,bIghorn
bight,bYt
bigot,bIg|t
bigwig,bIgwIg
bike,bYk
bikini,bxkini
bilateral,bYl@tXL
bile,bYl
bilge,bIlJ
bilingual,bYlIGgwL
bilious,bIlyxs
bilk,bIlk
bill,bIl
billet,bIl|t
billfold,bIlfold
billhead,bIlhEd
billiards,bIlyXdz
billingsgate,bIlIGzget
billion,bIlyxn
billow,bIlo
billy,bIli
bimetallism,bYmEtxlIzM
binary,bYnEri
binaural,bYncrL
bind,bYnd
binge,bInJ
binnacle,bInIkL
binocular,bYnakyUlX
binomial,bYnomiL
biochemistry,bYokEmxstri
biographical,bYxgr@fIkL
biography,bYagrxfi
biological,bYxlaJIkL
biologist,bYalxJ|st
biology,bYalxJi
biopsy,bYapsi
biotin,bYxt|n
biparental,bYpxrEntL
bipartisan,bYpart|z|n
biped,bYpEd
biplane,bYplen
biracial,bYreSL
birch,bRC
bird,bRd
birdie,bRdi
biretta,bxrEtx
biscuit,bIsk|t
bisect,bYsEkt
bisexual,bYsEkSuL
bishop,bISxp
bismuth,bIzmxT
bison,bYsN
bisque,bIsk
bistro,bIstro
bit,bIt
bitch,bIC
biting,bYtIG
bitten,bItN
bitter,bItX
bittern,bItXn
bitters,bItXz
bittersweet,bItXswit
bitumen,bxtumxn
bivalve,bYv@lv
bivouac,bIvw@k
blab,bl@b
black,bl@k
blackamoor,bl@kxmUr
blackball,bl@kbcl
blacken,bl@k|n
blackguard,bl@gXd
blackhead,bl@khEd
blacklist,bl@klIst
bladder,bl@dX
blade,bled
blain,blen
blame,blem
blanch,bl@nC
blancmange,blxmanJ
bland,bl@nd
blandishment,bl@ndISmxnt
blank,bl@Gk
blanket,bl@Gk|t
blare,blEr
blarney,blarni
blase,blaze
blaspheme,bl@sfim
blasphemy,bl@sfxmi
blast,bl@st
blatant,bletNt
blather,bl@DX
blaze,blez
blazer,blezX
blazon,blezN
bleach,bliC
bleachers,bliCXz
bleak,blik
blear,blIr
bleary,blIri
bleat,blit
bled,blEd
bleed,blid
blemish,blEmIS
blench,blEnC
blend,blEnd
bless,blEs
blessed,blEst
blew,blu
blight,blYt
blimp,blImp
blind,blYnd
blindfold,blYndfold
blink,blIGk
blinker,blIGkX
blintz,blInts
blintze,blIntsx
bliss,blIs
blister,blIstX
blithe,blYT
blitz,blIts
blitzkrieg,blItskrig
blizzard,blIzXd
bloat,blot
bloater,blotX
blob,blab
bloc,blak
blockade,blaked
blockbuster,blakb^stX
blockhead,blakhEd
blonde,bland
blood,bl^d
blooded,bl^d|d
bloodshed,bl^dSEd
bloom,blum
bloomers,blumXz
blooper,blupX
blossom,blasM
blot,blat
blotch,blaC
blotter,blatX
blouse,blWs
blow,blo
blowgun,blog^n
blown,blon
blowsy,blWzi
blowtorch,blotorC
blowy,bloi
blubber,bl^bX
blucher,bluCX
bludgeon,bl^J|n
bluebell,blubEl
blueing,bluIG
bluenose,blunoz
bluepoint,blupOnt
blues,bluz
bluestocking,blustakIG
bluet,bluxt
bluff,bl^f
bluish,bluIS
blunder,bl^ndX
blunt,bl^nt
blur,blR
blurb,blRb
blurt,blRt
blush,bl^S
bluster,bl^stX
boa,box
boar,bor
board,bord
boast,bost
boat,bot
boathouse,bothWs
boatman,botmxn
boatswain,bosN
bob,bab
bobbin,bab|n
bobble,babL
bobby,babi
bobcat,babk@t
bobolink,babxlIGk
bobsled,babslEd
bobwhite,babhwYt
boccie,baCi
bock,bak
bode,bod
bodice,bad|s
bodiless,badilxs
bodily,badxli
bodkin,badkxn
body,badi
bog,bcg
bogeyman,bUgim@n
bogie,bUgi
bogus,bog|s
Bohemian,bohimixn
boil,bOl
boisterous,bOstX|s
bold,bold
bole,bol
bolero,bxlEro
bolivar,bxlivar
bolivares,balxvares
boliviano,bxlIviano
bolo,bolo
bologna,bxloni
Bolshevik,bolSxvIk
bolshevism,bolSxvIzM
bolster,bolstX
bolt,bolt
bolus,bolxs
bombard,bambard
bombardier,bambXdIr
bombast,bamb@st
bombastic,bamb@stIk
bombazine,bambxzin
bomber,bamX
bombproof,bampruf
bombshell,bamSEl
bonanza,b|n@nzx
bonbon,banban
bond,band
bondage,bandIJ
bondholder,bandholdX
bondman,bandmxn
bondsman,bandzmxn
bondwoman,bandwUmxn
bone,bon
boner,bonX
bonfire,banfYr
bongo,baGgo
bonhomie,banxmi
bonito,bxnito
bonnet,ban|t
bonnie,bani
bonsai,bansY
bonus,bon|s
boo,bu
booby,bubi
boodle,budL
book,bUk
booklet,bUkl|t
boom,bum
boomerang,bumX@G
boomtown,bumtWn
boon,bun
boondoggling,bundcglIG
boost,bust
boot,but
booth,buT
booths,buDz
bootie,buti
bootleg,butlEg
bootless,butlxs
booty,buti
booze,buz
borax,bor@ks
border,bordX
boreal,boriL
boredom,bordxm
born,born
boron,boran
borough,bRo
borrow,baro
borscht,borSt
bosh,baS
bosky,baski
bosom,bUzM
boss,bcs
botanical,bxt@nIkL
botanist,batN|st
botany,batNi
botch,baC
both,boT
bother,baDX
bottle,batL
bottom,batM
boudoir,budwar
bouffant,bufant
bough,bW
bought,bct
boulder,boldX
boulevard,bUlxvard
bounce,bWns
bound,bWnd
boundary,bWndXi
bounden,bWnd|n
bounteous,bWntixs
bountiful,bWntIfL
bounty,bWnti
bouquet,boke
bourbon,bRb|n
bourgeois,bUrZwa
bourgeoisie,bUrZwazi
bourse,bUrs
bout,bWt
boutique,butik
boutonniere,butNIr
bovine,bovYn
bowdlerize,bodlxrYz
bowel,bWL
bower,bWX
bowleg,bolEg
bowler,bolX
bowman,bomxn
bowsprit,bWsprIt
bowstring,bostrIG
box,baks
boy,bO
boycott,bOkat
bra,bra
brace,bres
bracken,br@kxn
bracket,br@k|t
brackish,br@kIS
bract,br@kt
brad,br@d
brae,bre
brag,br@g
braggadocio,br@gxdosio
braggart,br@gXt
Brahmin,bramxn
braid,bred
braille,brel
brain,bren
braise,brez
brake,brek
bramble,br@mbL
bran,br@n
branch,br@nC
brand,br@nd
brandish,br@ndIS
brandy,br@ndi
brash,br@S
brass,br@s
brassiere,br|zIr
brat,br@t
bravado,brxvado
brave,brev
bravery,brevXi
bravo,bravo
bravura,brxvUrx
brawl,brcl
brawn,brcn
brazen,brezN
brazier,breZX
Brazilian,brxzIlixn
breach,briC
bread,brEd
breadth,brEdT
breadwinner,brEdwInX
breakage,brekIJ
breakdown,brekdWn
breakfast,brEkf|st
breakout,brekWt
breakwater,brekwctX
bream,brIm
breast,brEst
breastbone,brEstbon
breastwork,brEstwRk
breath,brET
breathe,briD
breathtaking,brETtekIG
breed,brid
breeze,briz
breezeway,brizwe
brethren,brEDXxn
brevet,brxvEt
breviary,brivixri
brevity,brEvxti
brew,bru
briar,brYX
bribe,brYb
brick,brIk
bridal,brYdL
bride,brYd
bridesmaid,brYdzmed
bridge,brIJ
brief,brif
brig,brIg
brigade,brIged
brigand,brIg|nd
brigantine,brIgxntin
bright,brYt
brighten,brYtN
brilliant,brIlyxnt
brilliantine,brIlyxntin
brimstone,brImston
brindled,brIndLd
brine,brYn
bring,brIG
brink,brIGk
brio,brio
brioche,brioS
briquet,brIkEt
brisk,brIsk
brisket,brIsk|t
bristle,brIsL
bristling,brIslIG
Britannic,brIt@nIk
British,brItIS
Briton,brItN
brittle,brItL
broach,broC
broad,brcd
broaden,brcdN
broadsword,brcdsord
brocade,broked
broccoli,brakxli
brochette,broSEt
brochure,broSUr
brogan,brogxn
brogue,brog
broider,brOdX
broil,brOl
broke,brok
broken,brok|n
brokenhearted,brok|nhart|d
broker,brokX
bromidic,bromIdIk
bronchi,brankY
bronchial,braGkiL
bronchitis,brankYt|s
bronchus,braGk|s
bronco,braGko
bronze,branz
brood,brud
brook,brUk
broom,brum
broth,brcT
brothel,braTL
brother,br^DX
brougham,brom
brought,brct
brouhaha,bruhaha
brow,brW
brown,brWn
brownie,brWni
brownstone,brWnston
browse,brWz
bruin,bruxn
bruise,bruz
bruit,brut
brunch,br^nC
brunette,brunEt
brunt,br^nt
brush,br^S
brusque,br^sk
brutal,brutL
brutality,brut@l|ti
brutally,brutLi
bubble,b^bL
buboes,buboz
buccaneer,b^k|nIr
buck,b^k
bucket,b^k|t
buckle,b^kL
buckler,b^klX
buckram,b^krxm
bucksaw,b^ksc
bucolic,byukalIk
bud,b^d
Buddhism,budIzM
Buddhist,bud|st
buddy,b^di
budge,b^J
budgerigar,b^Jxrigar
budget,b^J|t
buff,b^f
buffalo,b^fxlo
buffer,b^fX
buffet,b^fxt
buffoon,b^fun
bug,b^g
bugaboo,b^gxbu
bugbear,b^gbEr
buggy,b^gi
bugle,byugL
build,bIld
built,bIlt
bulb,b^lb
bulbous,b^lbxs
bulbul,bUlbUl
Bulgarian,b^lg@rixn
bulge,b^lJ
bulk,b^lk
bulkhead,b^lkhEd
bull,bUl
bullet,bUl|t
bulletin,bUl|tN
bullfight,bUlfYt
bullion,bUlyxn
bullock,bUlxk
bully,bUli
bulrush,bUlr^S
bulwark,bUlwRk
bum,b^m
bumblebee,b^mbLbi
bump,b^mp
bumpkin,b^mpk|n
bumptious,b^mS|s
bun,b^n
bunch,b^nC
buncombe,b^Gkxm
bundle,b^ndL
bung,b^G
bungalow,b^Ggxlo
bunghole,b^Ghol
bungle,bEGgL
bunion,b^nyxn
bunk,b^Gk
bunker,b^GkX
bunko,b^Gko
bunt,b^nt
bunting,b^ntIG
buoy,bui
buoyancy,bOxnsi
bur,bR
burden,bRdN
burdock,bRdak
bureau,byUro
bureaucracy,byXakr|si
bureaucrat,byUrxkr@t
bureaucratic,byRxkr@tIk
burgee,bRJi
burgeon,bRJ|n
burgess,bRJ|s
burgher,bRgX
burglarious,bRgl@rixs
burglarize,bRglXYz
burglary,bRglXi
burgomaster,bRgom@stX
Burgundy,bRg|ndi
burial,bEriL
burlap,bRl@p
burlesque,bRlEsk
burly,bRli
Burmese,bRmiz
burn,bRn
burned,bRnd
burnish,bRnIS
burnous,bRnus
burnt,bRnt
burp,bRp
bursa,bRsx
bursar,bRsX
bursitis,bRsYt|s
burst,bRst
bus,b^s
busboy,b^sbO
busby,b^zbi
bush,bUS
bushel,bUSL
bushing,bUSIG
bushwhack,bUShw@k
busily,bIzxli
business,bIzn|s
buskin,b^skxn
bust,b^st
bustle,b^sL
busy,bIzi
busybody,bIzibadi
but,b^t
butcher,bUCX
butler,b^tlX
butte,byut
butter,b^tX
butterfingered,b^tXfIGgXd
butterfingers,b^tXfIGgXz
butterfly,b^tXflY
buttocks,b^txks
button,b^tN
buttress,b^tr|s
buxom,b^ksxm
buy,bY
buzz,b^z
buzzard,b^zXd
byelaw,bYlc
bygone,bYgcn
bypass,bYp@s
c,si
cab,k@b
cabal,kxb@l
cabana,kxb@nyx
cabaret,k@bXe
cabbage,k@bIJ
cabbie,k@bi
cabin,k@b|n
cabinet,k@b|n|t
cable,kebL
cablegram,kebLgr@m
caboose,kxbus
cabriolet,k@brixle
cabstand,k@bst@nd
cacao,kxkW
cache,k@S
cachet,k@Se
cackle,k@kL
cacophony,kxkafxni
cactus,k@kt|s
cad,k@d
cadaver,k|d@vX
cadaverous,kxd@vxrxs
caddy,k@di
cadence,kedNs
cadenza,k|dEnzx
cadet,k|dEt
cadge,k@J
cadmium,k@dmixm
cadre,k@dri
caduceus,kxdusixs
Caesar,sizX
caesura,sIzUrx
cafe,k@fe
cafeteria,k@fxtIrix
caffeine,k@fin
caftan,k@ft@n
cage,keJ
cahoot,kxhut
cairn,kErn
caisson,kesan
caitiff,ketxf
cajole,kxJol
Cajun,keJ|n
cake,kek
calabash,k@lxb@S
calamine,k@lxmYn
calamity,kxl@mxti
calcareous,k@lk@rixs
calcification,k@lsxfxkeS|n
calcify,k@lsxfY
calcimine,k@lsxmYn
calcination,k@lsxneS|n
calcine,k@lsYn
calcium,k@lsixm
calculate,k@lkyUlet
calculation,k@lkyUleS|n
calculative,k@lkyUletIv
calculus,k@lkyUlxs
caldron,kcldrxn
calendar,k@l|ndX
calends,k@lxndz
calf,k@f
calibrate,k@l|bret
calibration,k@l|breS|n
calibrator,k@l|bretX
calibre,k@l|bX
calico,k@lIko
calif,kelxf
californium,k@lxfornixm
calisthenics,k@l|sTEnIks
calk,kck
call,kcl
calla,k@lx
calligraphy,kxlIgrxfi
calling,kclIG
calliope,kxlYxpi
calliper,k@lxpX
callosity,k@las|ti
callous,k@lxs
callow,k@lo
callus,k@lxs
calm,kam
calomel,k@lxmL
caloric,kxlcrIk
calorie,k@lXi
calorific,k@lXIfIk
calorimeter,k@lXImxtX
calumet,k@lyxmEt
calumniate,kxl^mniet
calumnious,kxl^mnixs
calumny,k@lxmni
calve,k@v
calves,k@vz
Calvinism,k@lvxnIzM
Calvinistic,k@lvxnIstIk
calypso,kxlIpso
calyx,kelIks
cam,k@m
camaraderie,kamXadXi
camber,k@mbX
cambium,k@mbixm
cambric,kembrIk
came,kem
camel,k@mL
camelia,kxmilix
camelopard,kxmElxpard
cameo,k@mio
camera,k@mXx
camisole,k@mxsol
camouflage,k@mxflaZ
camp,k@mp
campaign,k@mpen
campanile,k@mpxnili
camphor,k@mfX
camporee,k@mpxri
campstool,k@mpstul
campus,k@mpxs
camshaft,k@mS@ft
can,k@n
Canadian,kxnedixn
canaille,kxnel
canal,kxn@l
canalize,kxn@lYz
canape,k@nxpi
canard,kxnard
canary,kxnEri
canasta,kxn@stx
cancan,k@nk@n
cancel,k@nsL
cancellation,k@nsxleS|n
cancer,k@nsX
cancerous,k@nsXxs
candelabra,k@ndxlabrx
candescent,k@ndEsNt
candid,k@nd|d
candidacy,k@nd|d|si
candidate,k@nd|det
candied,k@ndid
candle,k@ndL
candlelight,k@ndLlYt
candor,k@ndX
candy,k@ndi
cane,ken
canine,kenYn
canister,k@n|stX
canker,k@GkX
canned,k@nd
canner,k@nX
cannery,k@nXi
cannibal,k@nxbL
cannibalistic,k@nxbxlIstIk
cannibalize,k@nxbxlYz
cannon,k@n|n
cannonade,k@n|ned
cannonball,k@n|nbcl
cannoneer,k@n|nIr
cannot,k@nat
canny,k@ni
canoe,kxnu
canonical,kxnanIkL
canonization,k@n|nxzeS|n
canonize,k@n|nYz
cant,k@nt
cantabile,kantabxle
cantaloupe,k@ntxlop
cantankerous,k@nt@GkXxs
cantata,kxntatx
canteen,k@ntin
canter,k@ntX
canticle,k@ntIkL
cantilever,k@ntxlivX
cantle,k@ntL
canto,k@nto
canton,k@ntN
cantonal,k@ntNL
cantonment,k@ntonmxnt
canvas,k@nvxs
canyon,k@nyxn
caoutchouc,kWCuk
cap,k@p
capability,kepxbIl|ti
capable,kepxbL
capably,kepxbli
capacious,kxpeS|s
capacitate,kxp@sxtet
capacity,kxp@s|ti
caparison,kxp@rxs|n
cape,kep
caper,kepX
capeskin,kepskIn
capillarity,k@pxl@rxti
capillary,k@pxlEri
capital,k@p|tL
capitalism,k@pxtxlIzM
capitalistic,k@pxtxlIstIk
capitalization,k@pxtLxzeS|n
capitalize,k@pxtxlYz
capitally,k@pxtLi
capitation,k@pxteS|n
capitol,k@pxtL
capitulate,kxpICxlet
capon,kepan
capriccio,kxpriCo
caprice,kxpris
capricious,kxprIS|s
Capricorn,k@prIkorn
capriole,k@priol
capsize,k@psYz
capstan,k@pst@n
capsular,k@psLX
capsule,k@psL
captain,k@pt|n
caption,k@pS|n
captious,k@pS|s
captivate,k@pt|vet
captivation,k@pt|veS|n
captivator,k@pt|vetX
captive,k@ptIv
captivity,k@ptIvxti
captor,k@ptX
capture,k@pCX
capuchin,k@pyUS|n
car,kar
carabao,k@rxbW
carabinier,k@rxbxnIr
caracole,k@rxkol
carafe,kX@f
caramel,k@rxmL
carapace,k@rxpes
carat,k@rxt
caravan,k@rxv@n
caravansary,k@rxv@nsxri
caravel,k@rxvEl
caraway,k@rxwe
carbine,karbYn
carbohydrate,karbohYdret
carbolated,karbxlet|d
carbon,karb|n
carbonate,karb|net
carbonation,karb|neS|n
carboniferous,karbxnIfxrxs
carboy,karbO
carbuncle,karb^GkL
carburetor,karbXetX
carcass,kark|s
carcinogen,karsIn|J|n
card,kard
cardiac,kardi@k
cardigan,kardIg|n
cardinal,kardnL
cardiovascular,kardiov@skyUlX
care,kEr
careen,kXin
career,kXIr
carefree,kErfri
caress,kXEs
caretaker,kErtekX
carfare,karfEr
cargo,kargo
caribou,k@rxbu
caricature,k@rIkxCUr
caries,k@riz
carillon,k@rxlan
carillonneur,k@rxlanR
carload,karlod
carminative,karmIn|tIv
carmine,karmxn
carnage,karnIJ
carnal,karnL
carnality,karn@l|ti
carnally,karnLi
carnation,karneS|n
carnauba,karncbx
carnelian,larnilyxn
carnival,karnxvL
carnivora,karnIvxrx
carnivore,karnxvor
carnivorous,karnIvXxs
carol,k@rL
carom,k@rM
carotene,k@rxtin
carousal,kXWzL
carouse,kXWz
carousel,k@r|sEl
carp,karp
carpel,karpL
carpenter,karpxntX
carpet,karpxt
carport,karport
carrel,k@rEl
carriage,k@rIJ
carrier,k@riX
carrion,k@rixn
carry,k@ri
cart,kart
cartage,kartIJ
cartel,kartEl
cartilage,kartLIJ
cartilaginous,kartxl@J|n|s
cartography,kartagrxfi
carton,kartN
cartoon,kartun
cartridge,kartrIJ
cartwheel,karthwil
carve,karv
caryatid,k@ri@t|d
casaba,kxsabx
cascade,k@sked
cascara,k@sk@rx
case,kes
casein,kesin
casement,kesmxnt
cashew,k@Su
cashier,k@SIr
cashmere,k@ZmIr
casing,kesIG
